"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1069",1069,160,"RM",3964,"Reg","Inside","MeadowV","Norm","TwnhsE","2Story",6,4,1973,1973,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","No","ALQ",837,105,942,"Gd","Y","SBrkr",1291,1230,2521,1,0,2,1,5,"TA",10,1,"Attchd","Fin",2,576,"Y",728,20,6,2006,"WD","Normal",151400
"1070",1070,45,"RL",9600,"Reg","Inside","NAmes","Norm","1Fam","1.5Unf",5,7,1949,2003,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","ALQ",220,625,845,"TA","Y","SBrkr",893,0,893,0,1,1,0,2,"Gd",4,0,"Detchd","Unf",2,576,"Y",0,0,5,2007,"WD","Normal",135000
"1071",1071,20,"RL",10152,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1956,1956,"Hip","MetalSd","MetalSd","BrkFace",120,"TA","TA","CBlock","TA","No","BLQ",586,462,1048,"TA","Y","SBrkr",1048,0,1048,1,0,1,0,3,"TA",6,0,"Attchd","Unf",1,286,"Y",0,20,6,2007,"WD","Normal",135000
"1072",1072,60,"RL",11700,"Reg","Inside","NWAmes","RRAn","1Fam","2Story",6,6,1968,1968,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",298,429,727,"Ex","Y","SBrkr",829,727,1556,0,0,1,1,4,"TA",8,0,"Attchd","Unf",2,441,"Y",0,0,5,2009,"WD","Normal",154000
"1073",1073,50,"RL",7585,"Reg","Inside","Edwards","Artery","1Fam","1.5Fin",5,3,1948,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Fa","Mn","Unf",0,810,810,"Fa","Y","FuseA",1002,454,1456,1,1,1,0,4,"TA",7,1,"Detchd","Unf",1,280,"P",0,0,8,2006,"WD","Normal",91500
"1074",1074,60,"RL",7950,"IR1","Corner","Edwards","Norm","1Fam","2Story",6,6,1977,1977,"Hip","HdBoard","Plywood","BrkFace",140,"TA","TA","CBlock","TA","No","BLQ",535,155,690,"TA","Y","SBrkr",698,728,1426,0,0,1,1,3,"TA",6,0,"Attchd","Fin",2,440,"Y",252,0,7,2009,"WD","Normal",159500
"1075",1075,20,"RL",8556,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,1240,1240,"Ex","Y","SBrkr",1240,0,1240,0,0,2,0,2,"Gd",5,0,"Attchd","RFn",3,826,"Y",140,93,5,2007,"WD","Normal",194000
"1076",1076,70,"RL",13125,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,6,1940,1984,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","BLQ",410,390,800,"TA","Y","SBrkr",960,780,1740,0,0,1,1,3,"TA",6,2,"Attchd","Unf",1,240,"Y",0,0,7,2007,"CWD","Normal",219500
"1077",1077,50,"RL",10800,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,8,1936,1989,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","No","ALQ",626,170,796,"Gd","Y","SBrkr",1096,370,1466,0,1,2,0,3,"Gd",7,1,"Attchd","Unf",2,566,"Y",436,21,4,2006,"WD","Normal",170000
"1078",1078,20,"RL",15870,"IR1","Corner","NAmes","Norm","1Fam","1Story",5,5,1969,1969,"Gable","VinylSd","Plywood","None",0,"TA","TA","CBlock","TA","Mn","BLQ",75,230,1096,"Ex","Y","SBrkr",1096,0,1096,1,0,1,0,3,"TA",6,0,"Attchd","Fin",1,299,"Y",240,32,3,2006,"WD","Abnorml",138800
"1079",1079,120,"RM",4435,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","Mn","GLQ",662,186,848,"Ex","Y","SBrkr",848,0,848,1,0,1,0,1,"Gd",3,1,"Attchd","RFn",2,420,"Y",140,0,5,2006,"WD","Normal",155900
"1080",1080,20,"RL",8775,"Reg","Inside","CollgCr","Norm","1Fam","1Story",5,5,1994,1994,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","GLQ",495,495,990,"Gd","Y","SBrkr",990,0,990,0,0,1,0,3,"TA",5,0,"Attchd","Unf",1,299,"Y",0,64,4,2007,"WD","Normal",126000
"1081",1081,20,"RL",11040,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,7,1971,2004,"Gable","VinylSd","VinylSd","BrkFace",144,"Gd","Gd","CBlock","TA","No","ALQ",656,602,1258,"Ex","Y","SBrkr",1258,0,1258,0,1,2,0,3,"Gd",5,0,"Attchd","RFn",2,528,"Y",55,0,10,2008,"COD","Abnorml",145000
"1082",1082,20,"RL",7500,"Reg","Corner","Sawyer","Feedr","1Fam","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","ALQ",824,216,1040,"Fa","Y","SBrkr",1040,0,1040,1,0,1,1,3,"TA",5,0,"Attchd","Fin",1,308,"Y",0,0,6,2010,"WD","Normal",133000
"1083",1083,20,"RL",8749,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",100,"Gd","TA","PConc","Gd","No","Unf",0,1459,1459,"Ex","Y","SBrkr",1459,0,1459,0,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,527,"Y",192,39,9,2007,"WD","Normal",192000
"1084",1084,20,"RL",8800,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1964,1964,"Hip","HdBoard","HdBoard","BrkFace",425,"TA","TA","CBlock","TA","No","BLQ",553,698,1251,"TA","Y","SBrkr",1251,0,1251,1,0,1,0,3,"TA",6,2,"Attchd","RFn",1,461,"Y",0,116,3,2006,"WD","Normal",160000
"1085",1085,60,"RL",13031,"IR2","Corner","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","No","ALQ",592,99,691,"Gd","Y","SBrkr",691,807,1498,0,0,2,1,3,"TA",6,1,"Attchd","Fin",2,409,"Y",315,44,7,2006,"WD","Normal",187500
"1086",1086,85,"RL",9069,"Reg","Inside","SawyerW","Norm","1Fam","SFoyer",6,6,1992,1992,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","Av","GLQ",747,189,936,"Ex","Y","SBrkr",996,0,996,1,0,1,0,2,"Gd",5,0,"Attchd","Unf",2,564,"Y",120,0,4,2010,"WD","Normal",147000
"1087",1087,160,"RM",1974,"Reg","Inside","MeadowV","Norm","TwnhsE","2Story",4,5,1973,1973,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","No","BLQ",334,212,546,"TA","Y","SBrkr",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd","RFn",1,286,"Y",120,96,5,2010,"WD","Normal",83500
"1088",1088,60,"FV",10574,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Mn","Unf",0,1082,1082,"Ex","Y","SBrkr",1082,871,1953,0,0,2,1,3,"Gd",9,1,"Attchd","RFn",3,1043,"Y",160,50,5,2009,"WD","Normal",252000
"1089",1089,160,"RM",2522,"Reg","Inside","Edwards","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","No","Unf",0,970,970,"Ex","Y","SBrkr",970,739,1709,0,0,2,0,3,"Gd",7,0,"Detchd","Unf",2,380,"Y",0,40,4,2006,"WD","Normal",137500
"1090",1090,120,"FV",3316,"IR1","Inside","Somerst","Norm","TwnhsE","1Story",8,5,2005,2005,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",1039,208,1247,"Ex","Y","SBrkr",1247,0,1247,1,0,1,1,1,"Gd",4,1,"Attchd","Fin",2,550,"Y",0,84,4,2006,"WD","Normal",197000
"1091",1091,90,"RL",8544,"Reg","Corner","NAmes","Norm","Duplex","1Story",3,4,1950,1950,"Gable","BrkFace","BrkFace","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"Fa","N","FuseA",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd","Unf",2,400,"Y",0,0,6,2009,"WD","Normal",92900
"1092",1092,160,"FV",2160,"Reg","Inside","Somerst","Norm","Twnhs","2Story",7,5,1999,2000,"Gable","MetalSd","MetalSd","BrkFace",212,"Gd","TA","PConc","Gd","No","BLQ",510,90,600,"Ex","Y","SBrkr",624,628,1252,1,0,2,1,2,"Gd",4,0,"Detchd","Unf",2,462,"Y",0,48,3,2008,"WD","Normal",160000
"1093",1093,50,"RL",8400,"Reg","Inside","SWISU","Norm","1Fam","1.5Fin",6,5,1925,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","No","Rec",423,758,1181,"Fa","Y","SBrkr",1390,304,1694,0,0,2,0,4,"TA",7,1,"Detchd","Unf",2,576,"Y",342,0,6,2008,"WD","Normal",136500
"1094",1094,20,"RL",9230,"Reg","Corner","NAmes","Feedr","1Fam","1Story",5,8,1965,1998,"Hip","MetalSd","MetalSd","BrkFace",166,"TA","TA","CBlock","TA","Mn","GLQ",661,203,864,"Gd","Y","SBrkr",1200,0,1200,1,0,1,1,1,"Gd",6,0,"Detchd","Unf",2,884,"Y",0,64,10,2006,"WD","Normal",146000
"1095",1095,20,"RL",5868,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1956,2000,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",248,448,936,"Ex","Y","SBrkr",936,0,936,1,0,1,0,2,"TA",4,0,"Attchd","Fin",1,308,"Y",0,0,5,2010,"WD","Normal",129000
"1096",1096,20,"RL",9317,"IR1","Inside","CollgCr","Norm","1Fam","1Story",6,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",24,1290,1314,"Gd","Y","SBrkr",1314,0,1314,0,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,440,"Y",0,22,3,2007,"WD","Normal",176432
"1097",1097,70,"RM",6882,"Reg","Inside","IDOTRR","Norm","1Fam","2Story",6,7,1914,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","No","Unf",0,684,684,"TA","Y","SBrkr",773,582,1355,0,0,1,1,3,"Gd",7,0,"Attchd","Unf",0,0,"Y",136,0,3,2007,"WD","Normal",127000
"1098",1098,120,"RL",3696,"Reg","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,1986,1986,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","No","Unf",0,1074,1074,"Ex","Y","SBrkr",1088,0,1088,0,0,1,1,2,"Gd",5,0,"Attchd","RFn",2,461,"Y",0,74,10,2007,"WD","Normal",170000
"1099",1099,50,"RM",6000,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",4,6,1936,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","BLQ",672,0,672,"TA","Y","SBrkr",757,567,1324,0,0,1,0,3,"TA",6,0,"Detchd","Unf",1,240,"Y",0,0,7,2009,"WD","Normal",128000
"1100",1100,20,"RL",11880,"IR1","Inside","NWAmes","RRAn","1Fam","1Story",7,5,1978,1978,"Gable","Plywood","Plywood","BrkFace",206,"TA","TA","CBlock","Gd","No","ALQ",704,567,1271,"TA","Y","SBrkr",1601,0,1601,0,0,2,0,3,"TA",7,1,"Attchd","RFn",2,478,"Y",0,0,4,2009,"COD","Abnorml",157000
"1101",1101,30,"RL",8400,"Reg","Inside","SWISU","Norm","1Fam","1Story",2,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Rec",290,0,290,"TA","N","FuseF",438,0,438,0,0,1,0,1,"Fa",3,0,"Detchd","Unf",1,246,"N",0,0,1,2009,"WD","Normal",60000
"1102",1102,20,"RL",9758,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,5,1971,1971,"Gable","HdBoard","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",412,251,950,"TA","Y","SBrkr",950,0,950,0,0,1,0,3,"TA",5,0,"Detchd","Unf",1,280,"Y",0,0,7,2007,"WD","Normal",119500
"1103",1103,20,"RL",7000,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1960,2002,"Gable","Wd Sdng","Wd Sdng","BrkFace",45,"TA","TA","CBlock","TA","No","Rec",588,422,1010,"Ex","Y","SBrkr",1134,0,1134,0,0,1,0,2,"TA",6,0,"Attchd","RFn",1,254,"Y",0,16,4,2007,"WD","Family",135000
"1104",1104,20,"RL",8910,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","Mn","ALQ",655,0,655,"Ex","Y","SBrkr",1194,0,1194,0,1,1,0,3,"TA",6,1,"BuiltIn","Fin",2,539,"Y",0,0,7,2006,"WD","Normal",159500
"1105",1105,160,"RM",2016,"Reg","Inside","BrDale","Norm","TwnhsE","2Story",5,5,1970,1970,"Gable","HdBoard","HdBoard","BrkFace",304,"TA","TA","CBlock","TA","No","Unf",0,630,630,"TA","Y","SBrkr",630,672,1302,0,0,2,1,3,"TA",6,0,"Detchd","Unf",2,440,"Y",0,0,4,2007,"WD","Normal",106000
"1106",1106,60,"RL",12256,"IR1","Corner","NoRidge","Norm","1Fam","2Story",8,5,1994,1995,"Gable","HdBoard","HdBoard","BrkFace",362,"Gd","TA","PConc","Ex","Av","GLQ",1032,431,1463,"Ex","Y","SBrkr",1500,1122,2622,1,0,2,1,3,"Gd",9,2,"Attchd","RFn",2,712,"Y",186,32,4,2010,"WD","Normal",325000
"1107",1107,20,"RL",10357,"IR1","Corner","SawyerW","Feedr","1Fam","1Story",7,5,1990,1991,"Hip","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",738,172,910,"Gd","Y","SBrkr",1442,0,1442,1,0,2,0,3,"Gd",6,1,"Attchd","Fin",2,719,"Y",0,244,5,2007,"WD","Normal",179900
"1108",1108,60,"RL",23257,"IR3","CulDSac","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","No","Unf",0,868,868,"Ex","Y","SBrkr",887,1134,2021,0,0,2,1,3,"Gd",9,1,"BuiltIn","RFn",2,422,"Y",0,100,9,2006,"New","Partial",274725
"1109",1109,60,"RL",8063,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,924,924,"Ex","Y","SBrkr",948,742,1690,0,0,2,1,3,"TA",7,1,"Attchd","RFn",2,463,"Y",100,48,11,2007,"WD","Abnorml",181000
"1110",1110,20,"RL",11362,"IR1","Inside","NridgHt","Norm","1Fam","1Story",8,5,2004,2005,"Gable","MetalSd","MetalSd","Stone",42,"Gd","TA","PConc","Ex","Mn","GLQ",1039,797,1836,"Ex","Y","SBrkr",1836,0,1836,1,0,2,0,3,"Gd",7,1,"Attchd","Fin",3,862,"Y",125,185,3,2009,"WD","Normal",280000
"1111",1111,60,"RL",8000,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","No","GLQ",219,554,773,"Gd","Y","SBrkr",773,885,1658,1,0,2,1,3,"TA",8,1,"Attchd","Fin",2,431,"Y",224,84,6,2008,"WD","Normal",188000
"1112",1112,60,"RL",10480,"Reg","Inside","NWAmes","Norm","1Fam","2Story",7,6,1976,1976,"Hip","Plywood","Plywood","BrkFace",660,"TA","TA","CBlock","TA","No","ALQ",403,400,803,"TA","Y","SBrkr",1098,866,1964,0,0,2,1,4,"TA",8,1,"Attchd","RFn",2,483,"Y",0,69,9,2008,"WD","Normal",205000
"1113",1113,20,"RL",7100,"IR1","Corner","NAmes","Norm","1Fam","1Story",5,7,1957,1957,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","No","GLQ",708,108,816,"TA","Y","FuseA",816,0,816,1,0,1,0,2,"TA",5,0,"Detchd","Unf",1,308,"Y",0,0,7,2006,"WD","Normal",129900
"1114",1114,20,"RL",8923,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1953,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","BLQ",643,365,1008,"Gd","Y","SBrkr",1008,0,1008,1,0,1,0,2,"Gd",6,0,"Attchd","Unf",1,240,"Y",0,18,5,2007,"WD","Normal",134500
"1115",1115,20,"RL",5400,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,7,1954,2000,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","Rec",415,418,833,"Ex","Y","SBrkr",833,0,833,0,0,1,0,2,"Gd",4,0,"Detchd","Unf",1,326,"Y",0,0,8,2006,"WD","Normal",117000
"1116",1116,20,"RL",12085,"Reg","Inside","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Hip","VinylSd","VinylSd","Stone",328,"Gd","TA","PConc","Ex","No","GLQ",1004,730,1734,"Ex","Y","SBrkr",1734,0,1734,1,0,2,0,3,"Ex",7,1,"Attchd","RFn",3,928,"Y",0,0,11,2007,"New","Partial",318000
"1117",1117,80,"RL",7750,"Reg","Inside","Gilbert","Norm","1Fam","SLvl",8,5,2002,2002,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",353,55,408,"Ex","Y","SBrkr",779,640,1419,1,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,527,"Y",120,0,3,2009,"WD","Normal",184100
"1118",1118,20,"RL",9764,"IR1","FR2","Sawyer","Feedr","1Fam","1Story",5,7,1967,2003,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","BLQ",702,192,894,"Ex","Y","SBrkr",894,0,894,1,0,1,0,3,"Gd",5,0,"Attchd","RFn",2,450,"Y",0,0,5,2008,"WD","Normal",130000
"1119",1119,80,"RL",13825,"Reg","Inside","Sawyer","Norm","1Fam","SLvl",5,6,1958,1987,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","Unf",0,533,533,"TA","Y","SBrkr",1021,580,1601,0,1,1,0,3,"TA",6,0,"BuiltIn","RFn",1,300,"Y",280,34,12,2008,"WD","Normal",140000
"1120",1120,20,"RL",7560,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","LwQ",369,671,1040,"TA","Y","FuseA",1040,0,1040,0,0,1,0,3,"TA",6,0,"Attchd","RFn",1,286,"Y",140,0,7,2006,"WD","Normal",133700
"1121",1121,30,"RM",8263,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",6,5,1920,1950,"Gable","BrkFace","BrkFace","None",0,"TA","TA","BrkTil","TA","No","Unf",0,1012,1012,"TA","Y","FuseA",1012,0,1012,0,0,1,0,2,"TA",6,1,"Detchd","Unf",1,308,"Y",0,22,5,2007,"WD","Normal",118400
"1122",1122,20,"RL",10084,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",196,"Gd","TA","PConc","Gd","Av","GLQ",24,1528,1552,"Ex","Y","SBrkr",1552,0,1552,0,0,2,0,3,"Gd",7,0,"Attchd","RFn",3,782,"Y",144,20,7,2006,"New","Partial",212900
"1123",1123,20,"RL",8926,"IR1","Corner","Edwards","Norm","1Fam","1Story",4,3,1956,1956,"Gable","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","No","Unf",0,672,672,"Ex","Y","FuseA",960,0,960,0,0,1,0,3,"TA",5,0,"Basment","Unf",1,288,"Y",64,0,10,2009,"COD","Abnorml",112000
"1124",1124,20,"RL",9405,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,9,1947,2008,"Hip","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","No","Unf",0,698,698,"Ex","Y","SBrkr",698,0,698,0,1,1,0,2,"TA",4,0,"Attchd","Unf",0,0,"Y",0,200,6,2009,"WD","Normal",118000
"1125",1125,80,"RL",9125,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,1992,1992,"Gable","HdBoard","HdBoard","BrkFace",170,"TA","TA","PConc","Gd","No","Unf",0,384,384,"Gd","Y","SBrkr",812,670,1482,0,0,2,1,3,"Gd",7,1,"Attchd","Fin",2,392,"Y",100,25,7,2007,"WD","Normal",163900
"1126",1126,20,"RL",10434,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1955,1955,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","No","Unf",0,1005,1005,"TA","Y","SBrkr",1005,0,1005,0,0,1,0,2,"Fa",5,1,"Detchd","Unf",2,672,"Y",0,0,11,2009,"WD","Normal",115000
"1127",1127,120,"RL",3684,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","BrkFace",130,"Gd","TA","PConc","Gd","No","Unf",0,1373,1373,"Ex","Y","SBrkr",1555,0,1555,0,0,2,0,2,"Gd",7,1,"Attchd","Fin",3,660,"Y",143,20,6,2009,"WD","Normal",174000
"1128",1128,20,"RL",14572,"IR3","Corner","Gilbert","Norm","1Fam","1Story",7,5,2004,2004,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",1300,230,1530,"Ex","Y","SBrkr",1530,0,1530,1,0,2,0,3,"Gd",7,1,"Attchd","Fin",3,630,"Y",144,36,11,2007,"WD","Family",259000
"1129",1129,60,"RL",11796,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,847,847,"Ex","Y","SBrkr",847,1112,1959,0,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,434,"Y",100,48,7,2007,"WD","Normal",215000
"1130",1130,90,"RM",7200,"Reg","Inside","OldTown","Norm","Duplex","SFoyer",5,5,1980,1980,"Gable","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","Gd","Gd","GLQ",936,0,936,"TA","Y","SBrkr",936,0,936,1,0,1,0,2,"TA",4,0,"Detchd","Unf",2,672,"Y",49,0,8,2007,"WD","Normal",140000
"1131",1131,50,"RL",7804,"Reg","Inside","SWISU","Norm","1Fam","1.5Fin",4,3,1928,1950,"Gable","WdShing","Plywood","None",0,"TA","TA","BrkTil","TA","No","BLQ",622,500,1122,"TA","Y","SBrkr",1328,653,1981,1,0,2,0,4,"Gd",7,2,"Detchd","Unf",2,576,"Y",431,44,12,2009,"WD","Normal",135000
"1132",1132,20,"RL",10712,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,5,1991,1992,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","Mn","BLQ",212,762,974,"TA","Y","SBrkr",974,0,974,0,0,1,0,3,"TA",5,0,"Attchd","Unf",0,0,"Y",0,28,9,2007,"Oth","Abnorml",93500
"1133",1133,70,"RM",9900,"Reg","Inside","OldTown","Norm","1Fam","2Story",6,4,1880,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Mn","Unf",0,1008,1008,"TA","Y","SBrkr",1178,1032,2210,0,0,2,0,5,"Fa",8,0,"Detchd","Unf",1,205,"N",0,48,5,2007,"WD","Normal",117500
"1134",1134,60,"RL",9828,"IR1","Inside","SawyerW","Norm","1Fam","2Story",8,5,1995,1995,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",584,544,1128,"Ex","Y","SBrkr",1142,878,2020,0,0,2,1,3,"Gd",8,1,"Attchd","RFn",2,466,"Y",0,155,6,2009,"WD","Normal",239500
"1135",1135,60,"RL",8773,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Av","Unf",0,916,916,"Gd","Y","SBrkr",916,684,1600,0,0,2,1,3,"TA",7,1,"Attchd","Fin",2,460,"Y",100,38,8,2007,"WD","Normal",169000
"1136",1136,30,"RM",6180,"Reg","Corner","BrkSide","Norm","1Fam","1Story",6,5,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","Unf",0,960,960,"TA","N","SBrkr",986,0,986,0,0,1,0,2,"TA",5,1,"Detchd","Unf",1,180,"Y",0,128,5,2007,"WD","Normal",102000
"1137",1137,50,"RL",9600,"Reg","Inside","NAmes","Norm","1Fam","1.5Fin",6,5,1950,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","BLQ",280,752,1032,"TA","Y","FuseA",1032,220,1252,0,0,1,0,3,"TA",6,0,"Attchd","Unf",1,288,"Y",0,0,4,2008,"WD","Abnorml",119000
"1138",1138,50,"RL",6342,"Reg","Inside","Sawyer","Feedr","1Fam","1.5Fin",5,8,1875,1996,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","No","Unf",0,780,780,"Gd","N","SBrkr",780,240,1020,0,0,1,0,2,"TA",6,0,"Attchd","Unf",0,0,"N",0,0,5,2010,"WD","Normal",94000
"1139",1139,20,"RL",9819,"IR1","Inside","Mitchel","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","ImStucc","None",0,"TA","TA","PConc","TA","Gd","ALQ",1567,0,1567,"TA","Y","SBrkr",1567,0,1567,1,0,2,0,2,"Gd",5,2,"Attchd","RFn",2,714,"Y",264,32,5,2009,"WD","Normal",196000
"1140",1140,30,"RL",8731,"IR1","Inside","BrkSide","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","No","BLQ",645,270,915,"TA","Y","SBrkr",1167,0,1167,0,0,1,0,3,"TA",6,1,"Detchd","Unf",2,495,"Y",0,0,5,2007,"WD","Normal",144000
"1141",1141,20,"RL",7350,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,7,1951,1951,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Mn","ALQ",852,100,952,"TA","Y","SBrkr",952,0,952,1,0,1,0,2,"TA",4,0,"Detchd","Unf",2,840,"Y",0,0,6,2008,"COD","Abnorml",139000
"1142",1142,60,"RL",10304,"IR1","CulDSac","NWAmes","PosN","1Fam","2Story",5,7,1976,1976,"Gable","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","No","ALQ",381,399,780,"Ex","Y","SBrkr",1088,780,1868,1,0,2,1,4,"Gd",9,1,"Attchd","Unf",2,484,"Y",448,96,10,2009,"WD","Normal",197500
